"","EXPSAMPLE_ACCESSION","REAGENT_ACCESSION"
"930","ES735932","ESR10104"
"931","ES735932","ESR10105"
"932","ES735932","ESR10106"
"933","ES735932","ESR10107"
"934","ES735932","ESR10108"
"935","ES735932","ESR10109"
"936","ES735932","ESR10110"
"937","ES735932","ESR10111"
"938","ES735932","ESR10112"
"939","ES735932","ESR10113"
"940","ES735932","ESR10114"
"941","ES735932","ESR10115"
"942","ES735932","ESR10116"
"943","ES735932","ESR10117"
"944","ES735932","ESR10118"
"945","ES735932","ESR10119"
"946","ES735932","ESR10120"
"947","ES735932","ESR10121"
"948","ES735932","ESR10122"
"949","ES735932","ESR10123"
"950","ES735932","ESR10124"
"951","ES735932","ESR10125"
"952","ES735932","ESR10126"
"953","ES735932","ESR10127"
"954","ES735932","ESR10128"
"955","ES735932","ESR10129"
"956","ES735932","ESR10130"
"957","ES735932","ESR10131"
"958","ES735932","ESR10132"
"959","ES735932","ESR10133"
"960","ES735932","ESR10134"
"961","ES735932","ESR10135"
"962","ES735932","ESR10136"
"963","ES735932","ESR10137"
"964","ES735932","ESR10138"
"965","ES735932","ESR10139"
"966","ES735932","ESR10140"
"967","ES735932","ESR10141"
"968","ES735932","ESR10142"
"969","ES735932","ESR10143"
"970","ES735933","ESR10102"
"971","ES735933","ESR10103"
"972","ES735933","ESR10104"
"973","ES735933","ESR10105"
"974","ES735933","ESR10106"
"975","ES735933","ESR10107"
"976","ES735933","ESR10108"
"977","ES735933","ESR10109"
"978","ES735933","ESR10110"
"979","ES735933","ESR10111"
"980","ES735933","ESR10112"
"981","ES735933","ESR10113"
"982","ES735933","ESR10114"
"983","ES735933","ESR10115"
"984","ES735933","ESR10116"
"985","ES735933","ESR10117"
"986","ES735933","ESR10118"
"987","ES735933","ESR10119"
"988","ES735933","ESR10120"
"989","ES735933","ESR10121"
"990","ES735933","ESR10122"
"991","ES735933","ESR10123"
"992","ES735933","ESR10124"
"993","ES735933","ESR10125"
"994","ES735933","ESR10126"
"995","ES735933","ESR10127"
"996","ES735933","ESR10128"
"997","ES735933","ESR10129"
"998","ES735933","ESR10130"
"999","ES735933","ESR10131"
"1000","ES735933","ESR10132"
"1001","ES735933","ESR10133"
"1002","ES735933","ESR10134"
"1003","ES735933","ESR10135"
"1004","ES735933","ESR10136"
"1005","ES735933","ESR10137"
"1006","ES735933","ESR10138"
"1007","ES735933","ESR10139"
"1008","ES735933","ESR10140"
"1009","ES735933","ESR10141"
"1010","ES735933","ESR10142"
"1011","ES735933","ESR10143"
"1012","ES735934","ESR10102"
"1013","ES735934","ESR10103"
"1014","ES735934","ESR10104"
"1015","ES735934","ESR10105"
"1016","ES735934","ESR10106"
"1017","ES735934","ESR10107"
"1018","ES735934","ESR10108"
"1019","ES735934","ESR10109"
"1020","ES735934","ESR10110"
"1021","ES735934","ESR10111"
"1022","ES735934","ESR10112"
"1023","ES735934","ESR10113"
"1024","ES735934","ESR10114"
"1025","ES735934","ESR10115"
"1026","ES735934","ESR10116"
"1027","ES735934","ESR10117"
"1028","ES735934","ESR10118"
"1029","ES735934","ESR10119"
"1030","ES735934","ESR10120"
"1031","ES735934","ESR10121"
"1032","ES735934","ESR10122"
"1033","ES735934","ESR10123"
"1034","ES735934","ESR10124"
"1035","ES735934","ESR10125"
"1036","ES735934","ESR10126"
"1037","ES735934","ESR10127"
"1038","ES735934","ESR10128"
"1039","ES735934","ESR10129"
"1040","ES735934","ESR10130"
"1041","ES735934","ESR10131"
"1042","ES735934","ESR10132"
"1043","ES735934","ESR10133"
"1044","ES735934","ESR10134"
"1045","ES735934","ESR10135"
"1046","ES735934","ESR10136"
"1047","ES735934","ESR10137"
"1048","ES735934","ESR10138"
"1049","ES735934","ESR10139"
"1050","ES735934","ESR10140"
"1051","ES735934","ESR10141"
"1052","ES735934","ESR10142"
"1053","ES735934","ESR10143"
"1054","ES735935","ESR10102"
"1055","ES735935","ESR10103"
"1056","ES735935","ESR10104"
"1057","ES735935","ESR10105"
"1058","ES735935","ESR10106"
"1059","ES735935","ESR10107"
"1060","ES735935","ESR10108"
"1061","ES735935","ESR10109"
"1062","ES735935","ESR10110"
"1063","ES735935","ESR10111"
"1064","ES735935","ESR10112"
"1065","ES735935","ESR10113"
"1066","ES735935","ESR10114"
"1067","ES735935","ESR10115"
"1068","ES735935","ESR10116"
"1069","ES735935","ESR10117"
"1070","ES735935","ESR10118"
"1071","ES735935","ESR10119"
"1072","ES735935","ESR10120"
"1073","ES735935","ESR10121"
"1074","ES735935","ESR10122"
"1075","ES735935","ESR10123"
"1076","ES735935","ESR10124"
"1077","ES735935","ESR10125"
"1078","ES735935","ESR10126"
"1079","ES735935","ESR10127"
"1080","ES735935","ESR10128"
"1081","ES735935","ESR10129"
"1082","ES735935","ESR10130"
"1083","ES735935","ESR10131"
"1084","ES735935","ESR10132"
"1085","ES735935","ESR10133"
"1086","ES735935","ESR10134"
"1087","ES735935","ESR10135"
"1088","ES735935","ESR10136"
"1089","ES735935","ESR10137"
"1090","ES735935","ESR10138"
"1091","ES735935","ESR10139"
"1092","ES735935","ESR10140"
"1093","ES735935","ESR10141"
"1094","ES735935","ESR10142"
"1095","ES735935","ESR10143"
"1096","ES735936","ESR10102"
"1097","ES735936","ESR10103"
"1098","ES735936","ESR10104"
"1099","ES735936","ESR10105"
"1100","ES735936","ESR10106"
"1101","ES735936","ESR10107"
"1102","ES735936","ESR10108"
"1103","ES735936","ESR10109"
"1104","ES735936","ESR10110"
"1105","ES735936","ESR10111"
"1106","ES735936","ESR10112"
"1107","ES735936","ESR10113"
"1108","ES735936","ESR10114"
"1109","ES735936","ESR10115"
"1110","ES735936","ESR10116"
"1111","ES735936","ESR10117"
"1112","ES735936","ESR10118"
"1113","ES735936","ESR10119"
"1114","ES735936","ESR10120"
"1115","ES735936","ESR10121"
"1116","ES735936","ESR10122"
"1117","ES735936","ESR10123"
"1118","ES735936","ESR10124"
"1119","ES735936","ESR10125"
"1120","ES735936","ESR10126"
"1121","ES735936","ESR10127"
"1122","ES735936","ESR10128"
"1123","ES735936","ESR10129"
"1124","ES735936","ESR10130"
"1125","ES735936","ESR10131"
"1126","ES735936","ESR10132"
"1127","ES735936","ESR10133"
"1128","ES735936","ESR10134"
"1129","ES735936","ESR10135"
"1130","ES735936","ESR10136"
"1131","ES735936","ESR10137"
"1132","ES735936","ESR10138"
"1133","ES735936","ESR10139"
"1134","ES735936","ESR10140"
"1135","ES735936","ESR10141"
"1136","ES735936","ESR10142"
"1137","ES735936","ESR10143"
"1138","ES735937","ESR10102"
"1139","ES735937","ESR10103"
"1140","ES735937","ESR10104"
"1141","ES735937","ESR10105"
"1142","ES735937","ESR10106"
"1143","ES735937","ESR10107"
"1144","ES735937","ESR10108"
"1145","ES735937","ESR10109"
"1146","ES735937","ESR10110"
"1147","ES735937","ESR10111"
"1148","ES735937","ESR10112"
"1149","ES735937","ESR10113"
"1150","ES735937","ESR10114"
"1151","ES735937","ESR10115"
"1152","ES735937","ESR10116"
"1153","ES735937","ESR10117"
"1154","ES735937","ESR10118"
"1155","ES735937","ESR10119"
"1156","ES735937","ESR10120"
"1157","ES735937","ESR10121"
"1158","ES735937","ESR10122"
"1159","ES735937","ESR10123"
"1160","ES735937","ESR10124"
"1161","ES735937","ESR10125"
"1162","ES735937","ESR10126"
"1163","ES735937","ESR10127"
"1164","ES735937","ESR10128"
"1165","ES735937","ESR10129"
"1166","ES735937","ESR10130"
"1167","ES735937","ESR10131"
"1168","ES735937","ESR10132"
"1169","ES735937","ESR10133"
"1170","ES735937","ESR10134"
"1171","ES735937","ESR10135"
"1172","ES735937","ESR10136"
"1173","ES735937","ESR10137"
"1174","ES735937","ESR10138"
"1175","ES735937","ESR10139"
"1176","ES735937","ESR10140"
"1177","ES735937","ESR10141"
"1178","ES735937","ESR10142"
"1179","ES735937","ESR10143"
"1180","ES735938","ESR10102"
"1181","ES735938","ESR10103"
"1182","ES735938","ESR10104"
"1183","ES735938","ESR10105"
"1184","ES735938","ESR10106"
"1185","ES735938","ESR10107"
"1186","ES735938","ESR10108"
"1187","ES735938","ESR10109"
"1188","ES735938","ESR10110"
"1189","ES735938","ESR10111"
"1190","ES735938","ESR10112"
"1191","ES735938","ESR10113"
"1192","ES735938","ESR10114"
"1193","ES735938","ESR10115"
"1194","ES735938","ESR10116"
"1195","ES735938","ESR10117"
"1196","ES735938","ESR10118"
"1197","ES735938","ESR10119"
"1198","ES735938","ESR10120"
"1199","ES735938","ESR10121"
"1200","ES735938","ESR10122"
"1201","ES735938","ESR10123"
"1202","ES735938","ESR10124"
"1203","ES735938","ESR10125"
"1204","ES735938","ESR10126"
"1205","ES735938","ESR10127"
"1206","ES735938","ESR10128"
"1207","ES735938","ESR10129"
"1208","ES735938","ESR10130"
"1209","ES735938","ESR10131"
"1210","ES735938","ESR10132"
"1211","ES735938","ESR10133"
"1212","ES735938","ESR10134"
"1213","ES735938","ESR10135"
"1214","ES735938","ESR10136"
"1215","ES735938","ESR10137"
"1216","ES735938","ESR10138"
"1217","ES735938","ESR10139"
"1218","ES735938","ESR10140"
"1219","ES735938","ESR10141"
"1220","ES735938","ESR10142"
"1221","ES735938","ESR10143"
"1222","ES735939","ESR10102"
"1223","ES735939","ESR10103"
"1224","ES735939","ESR10104"
"1225","ES735939","ESR10105"
"1226","ES735939","ESR10106"
"1227","ES735939","ESR10107"
"1228","ES735939","ESR10108"
"1229","ES735939","ESR10109"
"1230","ES735939","ESR10110"
"1231","ES735939","ESR10111"
"1232","ES735939","ESR10112"
"1233","ES735939","ESR10113"
"1234","ES735939","ESR10114"
"1235","ES735939","ESR10115"
"1236","ES735939","ESR10116"
"1237","ES735939","ESR10117"
"1238","ES735939","ESR10118"
"1239","ES735939","ESR10119"
"1240","ES735939","ESR10120"
"1241","ES735939","ESR10121"
"1242","ES735939","ESR10122"
"1243","ES735939","ESR10123"
"1244","ES735939","ESR10124"
"1245","ES735939","ESR10125"
"1246","ES735939","ESR10126"
"1247","ES735939","ESR10127"
"1248","ES735939","ESR10128"
"1249","ES735939","ESR10129"
"1250","ES735939","ESR10130"
"1251","ES735939","ESR10131"
"1252","ES735939","ESR10132"
"1253","ES735939","ESR10133"
"1254","ES735939","ESR10134"
"1255","ES735939","ESR10135"
"1256","ES735939","ESR10136"
"1257","ES735939","ESR10137"
"1258","ES735939","ESR10138"
"1259","ES735939","ESR10139"
"1260","ES735939","ESR10140"
"1261","ES735939","ESR10141"
"1262","ES735939","ESR10142"
"1263","ES735939","ESR10143"
"1264","ES735940","ESR10102"
"1265","ES735940","ESR10103"
"1266","ES735940","ESR10104"
"1267","ES735940","ESR10105"
"1268","ES735940","ESR10106"
"1269","ES735940","ESR10107"
"1270","ES735940","ESR10108"
"1271","ES735940","ESR10109"
"1272","ES735940","ESR10110"
"1273","ES735940","ESR10111"
"1274","ES735940","ESR10112"
"1275","ES735940","ESR10113"
"1276","ES735940","ESR10114"
"1277","ES735940","ESR10115"
"1278","ES735940","ESR10116"
"1279","ES735940","ESR10117"
"1280","ES735940","ESR10118"
"1281","ES735940","ESR10119"
"1282","ES735940","ESR10120"
"1283","ES735940","ESR10121"
"1284","ES735940","ESR10122"
"1285","ES735940","ESR10123"
"1286","ES735940","ESR10124"
"1287","ES735940","ESR10125"
"1288","ES735940","ESR10126"
"1289","ES735940","ESR10127"
"1290","ES735940","ESR10128"
"1291","ES735940","ESR10129"
"1292","ES735940","ESR10130"
"1293","ES735940","ESR10131"
"1294","ES735940","ESR10132"
"1295","ES735940","ESR10133"
"1296","ES735940","ESR10134"
"1297","ES735940","ESR10135"
"1298","ES735940","ESR10136"
"1299","ES735940","ESR10137"
"1300","ES735940","ESR10138"
"1301","ES735940","ESR10139"
"1302","ES735940","ESR10140"
"1303","ES735940","ESR10141"
"1304","ES735940","ESR10142"
"1305","ES735940","ESR10143"
"1306","ES735941","ESR10102"
"1307","ES735941","ESR10103"
"1308","ES735941","ESR10104"
"1309","ES735941","ESR10105"
"1310","ES735941","ESR10106"
"1311","ES735941","ESR10107"
"1312","ES735941","ESR10108"
"1313","ES735941","ESR10109"
"1314","ES735941","ESR10110"
"1315","ES735941","ESR10111"
"1316","ES735941","ESR10112"
"1317","ES735941","ESR10113"
"1318","ES735941","ESR10114"
"1319","ES735941","ESR10115"
"1320","ES735941","ESR10116"
"1321","ES735941","ESR10117"
"1322","ES735941","ESR10118"
"1323","ES735941","ESR10119"
"1324","ES735941","ESR10120"
"1325","ES735941","ESR10121"
"1326","ES735941","ESR10122"
"1327","ES735941","ESR10123"
"1328","ES735941","ESR10124"
"1329","ES735941","ESR10125"
"1330","ES735941","ESR10126"
"1331","ES735941","ESR10127"
"1332","ES735941","ESR10128"
"1333","ES735941","ESR10129"
"1334","ES735941","ESR10130"
"1335","ES735941","ESR10131"
"1336","ES735941","ESR10132"
"1337","ES735941","ESR10133"
"1338","ES735941","ESR10134"
"1339","ES735941","ESR10135"
"1340","ES735941","ESR10136"
"1341","ES735941","ESR10137"
"1342","ES735941","ESR10138"
"1343","ES735941","ESR10139"
"1344","ES735941","ESR10140"
"1345","ES735941","ESR10141"
"1346","ES735941","ESR10142"
"1347","ES735941","ESR10143"
"1348","ES735942","ESR10102"
"1349","ES735942","ESR10103"
"1350","ES735942","ESR10104"
"1351","ES735942","ESR10105"
"1352","ES735942","ESR10106"
"1353","ES735942","ESR10107"
"1354","ES735942","ESR10108"
"1355","ES735942","ESR10109"
"1356","ES735942","ESR10110"
"1357","ES735942","ESR10111"
"1358","ES735942","ESR10112"
"1359","ES735942","ESR10113"
"1360","ES735942","ESR10114"
"1361","ES735942","ESR10115"
"1362","ES735942","ESR10116"
"1363","ES735942","ESR10117"
"1364","ES735942","ESR10118"
"1365","ES735942","ESR10119"
"1366","ES735942","ESR10120"
"1367","ES735942","ESR10121"
"1368","ES735942","ESR10122"
"1369","ES735942","ESR10123"
"1370","ES735942","ESR10124"
"1371","ES735942","ESR10125"
"1372","ES735942","ESR10126"
"1373","ES735942","ESR10127"
"1374","ES735942","ESR10128"
"1375","ES735942","ESR10129"
"1376","ES735942","ESR10130"
"1377","ES735942","ESR10131"
"1378","ES735942","ESR10132"
"1379","ES735942","ESR10133"
"1380","ES735942","ESR10134"
"1381","ES735942","ESR10135"
"1382","ES735942","ESR10136"
"1383","ES735942","ESR10137"
"1384","ES735942","ESR10138"
"1385","ES735942","ESR10139"
"1386","ES735942","ESR10140"
"1387","ES735942","ESR10141"
"1388","ES735942","ESR10142"
"1389","ES735942","ESR10143"
"1390","ES735943","ESR10102"
"1391","ES735943","ESR10103"
"1392","ES735943","ESR10104"
"1393","ES735943","ESR10105"
"1394","ES735943","ESR10106"
"1395","ES735943","ESR10107"
"1396","ES735943","ESR10108"
"1397","ES735943","ESR10109"
"1398","ES735943","ESR10110"
"1399","ES735943","ESR10111"
"1400","ES735943","ESR10112"
"1401","ES735943","ESR10113"
"1402","ES735943","ESR10114"
"1403","ES735943","ESR10115"
"1404","ES735943","ESR10116"
"1405","ES735943","ESR10117"
"1406","ES735943","ESR10118"
"1407","ES735943","ESR10119"
"1408","ES735943","ESR10120"
"1409","ES735943","ESR10121"
"1410","ES735943","ESR10122"
"1411","ES735943","ESR10123"
"1412","ES735943","ESR10124"
"1413","ES735943","ESR10125"
"1414","ES735943","ESR10126"
"1415","ES735943","ESR10127"
"1416","ES735943","ESR10128"
"1417","ES735943","ESR10129"
"1418","ES735943","ESR10130"
"1419","ES735943","ESR10131"
"1420","ES735943","ESR10132"
"1421","ES735943","ESR10133"
"1422","ES735943","ESR10134"
"1423","ES735943","ESR10135"
"1424","ES735943","ESR10136"
"1425","ES735943","ESR10137"
"1426","ES735943","ESR10138"
"1427","ES735943","ESR10139"
"1428","ES735943","ESR10140"
"1429","ES735943","ESR10141"
"1430","ES735943","ESR10142"
"1431","ES735943","ESR10143"
"1432","ES735944","ESR10102"
"1433","ES735944","ESR10103"
"1434","ES735944","ESR10104"
"1435","ES735944","ESR10105"
"1436","ES735944","ESR10106"
"1437","ES735944","ESR10107"
"1438","ES735944","ESR10108"
"1439","ES735944","ESR10109"
"1440","ES735944","ESR10110"
"1441","ES735944","ESR10111"
"1442","ES735944","ESR10112"
"1443","ES735944","ESR10113"
"1444","ES735944","ESR10114"
"1445","ES735944","ESR10115"
"1446","ES735944","ESR10116"
"1447","ES735944","ESR10117"
"1448","ES735944","ESR10118"
"1449","ES735944","ESR10119"
"1450","ES735944","ESR10120"
"1451","ES735944","ESR10121"
"1452","ES735944","ESR10122"
"1453","ES735944","ESR10123"
"1454","ES735944","ESR10124"
"1455","ES735944","ESR10125"
"1456","ES735944","ESR10126"
"1457","ES735944","ESR10127"
"1458","ES735944","ESR10128"
"1459","ES735944","ESR10129"
"1460","ES735944","ESR10130"
"1461","ES735944","ESR10131"
"1462","ES735944","ESR10132"
"1463","ES735944","ESR10133"
"1464","ES735944","ESR10134"
"1465","ES735944","ESR10135"
"1466","ES735944","ESR10136"
"1467","ES735944","ESR10137"
"1468","ES735944","ESR10138"
"1469","ES735944","ESR10139"
"1470","ES735944","ESR10140"
"1471","ES735944","ESR10141"
"1472","ES735944","ESR10142"
"1473","ES735944","ESR10143"
"1474","ES735945","ESR10102"
"1475","ES735945","ESR10103"
"1476","ES735945","ESR10104"
"1477","ES735945","ESR10105"
"1478","ES735945","ESR10106"
"1479","ES735945","ESR10107"
"1480","ES735945","ESR10108"
"1481","ES735945","ESR10109"
"1482","ES735945","ESR10110"
"1483","ES735945","ESR10111"
"1484","ES735945","ESR10112"
"1485","ES735945","ESR10113"
"1486","ES735945","ESR10114"
"1487","ES735945","ESR10115"
"1488","ES735945","ESR10116"
"1489","ES735945","ESR10117"
"1490","ES735945","ESR10118"
"1491","ES735945","ESR10119"
"1492","ES735945","ESR10120"
"1493","ES735945","ESR10121"
"1494","ES735945","ESR10122"
"1495","ES735945","ESR10123"
"1496","ES735945","ESR10124"
"1497","ES735945","ESR10125"
"1498","ES735945","ESR10126"
"1499","ES735945","ESR10127"
"1500","ES735945","ESR10128"
"1501","ES735945","ESR10129"
"1502","ES735945","ESR10130"
"1503","ES735945","ESR10131"
"1504","ES735945","ESR10132"
"1505","ES735945","ESR10133"
"1506","ES735945","ESR10134"
"1507","ES735945","ESR10135"
"1508","ES735945","ESR10136"
"1509","ES735945","ESR10137"
"1510","ES735945","ESR10138"
"1511","ES735945","ESR10139"
"1512","ES735945","ESR10140"
"1513","ES735945","ESR10141"
"1514","ES735945","ESR10142"
"1515","ES735945","ESR10143"
"1516","ES735946","ESR10102"
"1517","ES735946","ESR10103"
"1518","ES735946","ESR10104"
"1519","ES735946","ESR10105"
"1520","ES735946","ESR10106"
"1521","ES735946","ESR10107"
"1522","ES735946","ESR10108"
"1523","ES735946","ESR10109"
"1524","ES735946","ESR10110"
"1525","ES735946","ESR10111"
"1526","ES735946","ESR10112"
"1527","ES735946","ESR10113"
"1528","ES735946","ESR10114"
"1529","ES735946","ESR10115"
"1530","ES735946","ESR10116"
"1531","ES735946","ESR10117"
"1532","ES735946","ESR10118"
"1533","ES735946","ESR10119"
"1534","ES735946","ESR10120"
"1535","ES735946","ESR10121"
"1536","ES735946","ESR10122"
"1537","ES735946","ESR10123"
"1538","ES735946","ESR10124"
"1539","ES735946","ESR10125"
"1540","ES735946","ESR10126"
"1541","ES735946","ESR10127"
"1542","ES735946","ESR10128"
"1543","ES735946","ESR10129"
"1544","ES735946","ESR10130"
"1545","ES735946","ESR10131"
"1546","ES735946","ESR10132"
"1547","ES735946","ESR10133"
"1548","ES735946","ESR10134"
"1549","ES735946","ESR10135"
"1550","ES735946","ESR10136"
"1551","ES735946","ESR10137"
"1552","ES735946","ESR10138"
"1553","ES735946","ESR10139"
"1554","ES735946","ESR10140"
"1555","ES735946","ESR10141"
"1556","ES735946","ESR10142"
"1557","ES735946","ESR10143"
"1558","ES735947","ESR10102"
"1559","ES735947","ESR10103"
"1560","ES735947","ESR10104"
"1561","ES735947","ESR10105"
"1562","ES735947","ESR10106"
"1563","ES735947","ESR10107"
"1564","ES735947","ESR10108"
"1565","ES735947","ESR10109"
"1566","ES735947","ESR10110"
"1567","ES735947","ESR10111"
"1568","ES735947","ESR10112"
"1569","ES735947","ESR10113"
"1570","ES735947","ESR10114"
"1571","ES735947","ESR10115"
"1572","ES735947","ESR10116"
"1573","ES735947","ESR10117"
"1574","ES735947","ESR10118"
"1575","ES735947","ESR10119"
"1576","ES735947","ESR10120"
"1577","ES735947","ESR10121"
"1578","ES735947","ESR10122"
"1579","ES735947","ESR10123"
"1580","ES735947","ESR10124"
"1581","ES735947","ESR10125"
"1582","ES735947","ESR10126"
"1583","ES735947","ESR10127"
"1584","ES735947","ESR10128"
"1585","ES735947","ESR10129"
"1586","ES735947","ESR10130"
"1587","ES735947","ESR10131"
"1588","ES735947","ESR10132"
"1589","ES735947","ESR10133"
"1590","ES735947","ESR10134"
"1591","ES735947","ESR10135"
"1592","ES735947","ESR10136"
"1593","ES735947","ESR10137"
"1594","ES735947","ESR10138"
"1595","ES735947","ESR10139"
"1596","ES735947","ESR10140"
"1597","ES735947","ESR10141"
"1598","ES735947","ESR10142"
"1599","ES735947","ESR10143"
"1600","ES735948","ESR10102"
"1601","ES735948","ESR10103"
"1602","ES735948","ESR10104"
"1603","ES735948","ESR10105"
"1604","ES735948","ESR10106"
"1605","ES735948","ESR10107"
"1606","ES735948","ESR10108"
"1607","ES735948","ESR10109"
"1608","ES735948","ESR10110"
"1609","ES735948","ESR10111"
"1610","ES735948","ESR10112"
"1611","ES735948","ESR10113"
"1612","ES735948","ESR10114"
"1613","ES735948","ESR10115"
"1614","ES735948","ESR10116"
"1615","ES735948","ESR10117"
"1616","ES735948","ESR10118"
"1617","ES735948","ESR10119"
"1618","ES735948","ESR10120"
"1619","ES735948","ESR10121"
