"","EXPSAMPLE_ACCESSION","REAGENT_ACCESSION"
"3550","ES799140","ESR11417"
"3551","ES799141","ESR11418"
"3552","ES799142","ESR11419"
"3553","ES799143","ESR11417"
"3554","ES799144","ESR11418"
"3555","ES799145","ESR11419"
"3556","ES799146","ESR11417"
"3557","ES799147","ESR11418"
"3558","ES799148","ESR11419"
"3559","ES799149","ESR11417"
"3560","ES799150","ESR11418"
"3561","ES799151","ESR11419"
"3562","ES799152","ESR11417"
"3563","ES799153","ESR11418"
"3564","ES799154","ESR11419"
"3565","ES799155","ESR11417"
"3566","ES799156","ESR11418"
"3567","ES799157","ESR11419"
"3568","ES799158","ESR11417"
"3569","ES799159","ESR11418"
"3570","ES799160","ESR11419"
"3571","ES799161","ESR11417"
"3572","ES799162","ESR11418"
"3573","ES799163","ESR11419"
"3574","ES799164","ESR11417"
"3575","ES799165","ESR11418"
"3576","ES799166","ESR11419"
"3577","ES799167","ESR11417"
"3578","ES799168","ESR11418"
"3579","ES799169","ESR11419"
"3580","ES799170","ESR11417"
"3581","ES799171","ESR11418"
"3582","ES799172","ESR11419"
"3583","ES799173","ESR11417"
"3584","ES799174","ESR11418"
"3585","ES799175","ESR11419"
"3586","ES799176","ESR11417"
"3587","ES799177","ESR11418"
"3588","ES799178","ESR11419"
"3589","ES799179","ESR11417"
"3590","ES799180","ESR11418"
"3591","ES799181","ESR11419"
"3592","ES799182","ESR11417"
"3593","ES799183","ESR11418"
"3594","ES799184","ESR11419"
"3595","ES799185","ESR11417"
"3596","ES799186","ESR11418"
"3597","ES799187","ESR11419"
"3598","ES799188","ESR11417"
"3599","ES799189","ESR11418"
"3600","ES799190","ESR11419"
"3601","ES799191","ESR11417"
"3602","ES799192","ESR11418"
"3603","ES799193","ESR11419"
"3604","ES799194","ESR11417"
"3605","ES799195","ESR11418"
"3606","ES799196","ESR11419"
"3607","ES799197","ESR11417"
"3608","ES799198","ESR11418"
"3609","ES799199","ESR11419"
"3610","ES799200","ESR11417"
"3611","ES799201","ESR11418"
"3612","ES799202","ESR11419"
"3613","ES799203","ESR11417"
"3614","ES799204","ESR11418"
"3615","ES799205","ESR11419"
"3616","ES799206","ESR11417"
"3617","ES799207","ESR11418"
"3618","ES799208","ESR11419"
"3619","ES799209","ESR11417"
"3620","ES799210","ESR11418"
"3621","ES799211","ESR11419"
"3622","ES799212","ESR11417"
"3623","ES799213","ESR11418"
"3624","ES799214","ESR11419"
"3625","ES799215","ESR11417"
"3626","ES799216","ESR11418"
"3627","ES799217","ESR11419"
"3628","ES799218","ESR11417"
"3629","ES799219","ESR11418"
"3630","ES799220","ESR11419"
"3631","ES799221","ESR11417"
"3632","ES799222","ESR11418"
"3633","ES799223","ESR11419"
"3634","ES799224","ESR11417"
"3635","ES799225","ESR11418"
"3636","ES799226","ESR11419"
"3637","ES799227","ESR11417"
"3638","ES799228","ESR11418"
"3639","ES799229","ESR11419"
"3640","ES799230","ESR11417"
"3641","ES799231","ESR11418"
"3642","ES799232","ESR11419"
"3643","ES799233","ESR11417"
"3644","ES799234","ESR11418"
"3645","ES799235","ESR11419"
"3646","ES799236","ESR11417"
"3647","ES799237","ESR11418"
"3648","ES799238","ESR11419"
"3649","ES799239","ESR11417"
"3650","ES799240","ESR11418"
"3651","ES799241","ESR11419"
"3652","ES799242","ESR11417"
"3653","ES799243","ESR11418"
"3654","ES799244","ESR11419"
"3655","ES799245","ESR11417"
"3656","ES799246","ESR11418"
"3657","ES799247","ESR11419"
"3658","ES799248","ESR11417"
"3659","ES799249","ESR11418"
"3660","ES799250","ESR11419"
"3661","ES799251","ESR11417"
"3662","ES799252","ESR11418"
"3663","ES799253","ESR11419"
"3664","ES799254","ESR11417"
"3665","ES799255","ESR11418"
"3666","ES799256","ESR11419"
"3667","ES799257","ESR11417"
"3668","ES799258","ESR11418"
"3669","ES799259","ESR11419"
"3670","ES799260","ESR11417"
"3671","ES799261","ESR11418"
"3672","ES799262","ESR11419"
"3673","ES799263","ESR11417"
"3674","ES799264","ESR11418"
"3675","ES799265","ESR11419"
"3676","ES799266","ESR11417"
"3677","ES799267","ESR11418"
"3678","ES799268","ESR11419"
"3679","ES799269","ESR11417"
"3680","ES799270","ESR11418"
"3681","ES799271","ESR11419"
"3682","ES799272","ESR11417"
"3683","ES799273","ESR11418"
"3684","ES799274","ESR11419"
"3685","ES799275","ESR11417"
"3686","ES799276","ESR11418"
"3687","ES799277","ESR11419"
"3688","ES799278","ESR11417"
"3689","ES799279","ESR11418"
"3690","ES799280","ESR11419"
"3691","ES799281","ESR11417"
"3692","ES799282","ESR11418"
"3693","ES799283","ESR11419"
"3694","ES799284","ESR11417"
"3695","ES799285","ESR11418"
"3696","ES799286","ESR11419"
"3697","ES799287","ESR11417"
"3698","ES799288","ESR11418"
"3699","ES799289","ESR11419"
"3700","ES799290","ESR11417"
"3701","ES799291","ESR11418"
"3702","ES799292","ESR11419"
"3703","ES799293","ESR11417"
"3704","ES799294","ESR11418"
"3705","ES799295","ESR11419"
"3706","ES799296","ESR11417"
"3707","ES799297","ESR11418"
"3708","ES799298","ESR11419"
"3709","ES799299","ESR11417"
"3710","ES799300","ESR11418"
"3711","ES799301","ESR11419"
"3712","ES823339","ESR14771"
"3713","ES823340","ESR14771"
"3714","ES823341","ESR14771"
"3715","ES823342","ESR14771"
"3716","ES823343","ESR14771"
"3717","ES823344","ESR14771"
"3718","ES823345","ESR14771"
"3719","ES823346","ESR14771"
"3720","ES823347","ESR14771"
"3721","ES823348","ESR14771"
"3722","ES823349","ESR14771"
"3723","ES823350","ESR14771"
"3724","ES823351","ESR14771"
"3725","ES823352","ESR14771"
"3726","ES823353","ESR14771"
"3727","ES823354","ESR14771"
"3728","ES823355","ESR14771"
"3729","ES823356","ESR14771"
"3730","ES823357","ESR14771"
"3731","ES823358","ESR14771"
"3732","ES823359","ESR14771"
"3733","ES823360","ESR14771"
"3734","ES823361","ESR14771"
"3735","ES823362","ESR14771"
"3736","ES823363","ESR14771"
"3737","ES823364","ESR14771"
"3738","ES823365","ESR14771"
"3739","ES823366","ESR14771"
"3740","ES823367","ESR14771"
"3741","ES823368","ESR14771"
"3742","ES823369","ESR14771"
"3743","ES823370","ESR14771"
"3744","ES823371","ESR14771"
"3745","ES823372","ESR14771"
"3746","ES823373","ESR14771"
"3747","ES823374","ESR14771"
"3748","ES823375","ESR14771"
"3749","ES823376","ESR14771"
